netflix_titles,type,title,director,cast,country,release_year,rating,duration
81052280,Movie,Pinky Memsaab,Shazia Ali Khan,"Hajira Yamin, Kiran Malik, Adnan Jaffar, Sunny Hinduja, Khalid Ahmed, Shamim Hilaly, Hajrah Khan, Ahmed Ali Khan","Pakistan, United Arab Emirates",2018,TV-14,124 min
81076749,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,"Anil Kapoor, Sonam Kapoor, Rajkummar Rao, Juhi Chawla, Abhishek Duhan, Regina Cassandra, Madhumalti Kapoor, Seema Pahwa, Brijendra Kala, Alka Badola Kaushal",India,2019,TV-14,120 min
80217733,Movie,Bleach,Shinsuke Sato,"Sota Fukushi, Hana Sugisaki, Ryo Yoshizawa, Erina Mano, Yu Koyanagi, Seiichi Tanabe, Taichi Saotome, Miyavi, Masami Nagasawa, Yosuke Eguchi",Japan,2018,TV-14,109 min
80993648,Movie,Zoo,Shlok Sharma,"Shashank Arora, Shweta Tripathi, Rahul Kumar, Gopal K. Singh, Yogesh Kurme, Prince Daniel",India,2018,TV-MA,94 min
81037373,Movie,The Sky Is Pink,Shonali Bose,"Rohit Saraf, Zaira Wasim, Farhan Akhtar, Priyanka Chopra","India, United Kingdom, Canada, United States",2019,TV-14,143 min
80244190,Movie,Breath,Simon Baker,"Samson Coulter, Ben Spence, Simon Baker, Elizabeth Debicki, Richard Roxburgh, Rachael Blake, Jacek Koman",Australia,2018,TV-MA,116 min
81133621,Movie,The Forest of Love,Sion Sono,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,2019,TV-MA,151 min
81093122,Movie,Inhuman Kiss,Sittisiri Mongkolsiri,"Phantira Pipityakorn, Oabnithi Wiwattanawarang, Sapol Assawamunkong, Surasak Vongthai, Sahatchai 'Stop' Chumrum, Sahajak Boonthanakit, Makorn Supinacharoen, Sasithorn Panichnok",Thailand,2019,TV-MA,122 min
80177300,Movie,Family Blood,Sonny Mallhi,"James Ransone, Vinessa Shaw, Ajiona Alexus, Colin Ford",United States,2018,TV-MA,92 min
81047798,Movie,Tinker',Sonny Marler,"Clayne Crawford, Christian Kane, Colt Crawford, Wilmer Calderon, Randy Smith, Wendy Baron, Lennie Crawford, Chalet Lizette Brannan",United States,2018,TV-14,97 min
81086641,Movie,Rainbow Jelly,Soukarya Ghosal,"Mahabrata Basu, Anumegha Banerjee, Koushik Sen, Sreelekha Mitra, Shantilal Mukherjee, Iqbal Sultan, Daminee Basu, Subhajit Das",India,2018,TV-14,119 min
81161834,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,"Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi",India,2019,TV-MA,85 min
81098589,Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,Aziz Ansari,United States,2019,TV-MA,65 min
81045072,Movie,Evening Shadows,Sridhar Rangayan,"Mona Ambegaonkar, Anant Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur",India,2018,TV-14,102 min
81039381,Movie,Andhadhun,Sriram Raghavan,"Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan, Manav Vij, Zakir Hussain, Ashwini Kalsekar, Chhaya Kadam, Pawan Singh, Kabir Sajid",India,2018,TV-14,137 min
81094667,Movie,Hidden in Plain Sight,Stacia Crawford,"Victoria Barabas, Gino Anthony Pesi, Jake Allyn, Deborah Van Valkenburgh, Jessica Meraz, Jack Fisher, Eve Sigall, Jerod Meagher",United States,2019,TV-14,87 min
81089941,Movie,We Have Always Lived in the Castle,Stacie Passon,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford",United States,2018,TV-14,95 min
81140577,Movie,Dave Chappelle: Sticks & Stones,Stan Lathan,Dave Chappelle,United States,2019,TV-MA,66 min
80216758,Movie,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",United States,2019,TV-MA,87 min
80184625,Movie,Irreplaceable You,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate McKinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie",United States,2018,TV-MA,96 min
80235524,Movie,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",United States,2019,TV-Y,24 min
81173792,Movie,Betty White: First Lady of Television,Steve Boettcher,"Betty White, Valerie Bertinelli, Georgia Engel, Tina Fey, Valerie Harper, Jennifer Love Hewitt, Carl Reiner, Ryan Reynolds, Alex Trebek",United States,2018,TV-14,56 min
80224536,Movie,ADAM SANDLER 100% FRESH,Steve Brill,Adam Sandler,United States,2018,TV-MA,74 min
81024494,Movie,Postcards from London,Steve McLean,"Harris Dickinson, Jonah Hauer-King, Alessandro Cimadamore, Leonardo Salerni, Raphael Desprez, Jerome Holder, Leemore Marrett Jr., Silas Carson, Stephen Boxer, Leo Hatton, Ben Cura",United Kingdom,2018,TV-MA,90 min
80213658,Movie,Iliza Shlesinger: Elder Millennial,Steve Paley,Iliza Shlesinger,United States,2018,TV-MA,72 min
81153373,Movie,Love Shot,Steven Fine,"Dakota Loesch, Amy Tsang, John Kapelos, Cruz Kim, Victor J. Ho, Clint Jung, Daniel Phai, Cindy Chu, Brian Kurtis, Pete Herron",United States,2018,TV-MA,77 min
80991400,Movie,High Flying Bird,Steven Soderbergh,"André Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto",United States,2019,TV-MA,91 min
81046255,Movie,Joy,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,2019,TV-MA,101 min
81019924,Movie,Hope Aur Hum,Sudip Bandyopadhyay,"Naseeruddin Shah, Kabir Sajid, Sonali Kulkarni, Amir Bashir, Naveen Kasturia, Neha Chauhan, Virti Vaghani",India,2018,TV-14,95 min
81094083,Movie,Kia and Cosmos,Sudipto Roy,"Ritwika Pal, Swastika Mukherjee, Joy Sengupta",India,2018,TV-14,124 min
81157385,Movie,Saaho,Sujeeth,"Prabhas, Shraddha Kapoor, Jackie Shroff, Chunky Pandey, Neil Nitin Mukesh, Arun Vijay, Vennela Kishore, Murli Sharma, Lal, Prakash Belawadi, Mahesh Manjrekar, Tinnu Anand",India,2019,TV-MA,172 min
81112446,Movie,Badla,Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul",India,2019,TV-14,117 min
81155858,Movie,Marriage Palace,Sunil Thakur,"Sharry Mann, Payal Rajput, Jaswinder Bhalla, B.N. Sharma, Harby Sangha, Nirmal Rishi, Anita Devgan, Rupinder Roopi",India,2018,TV-14,135 min
80203147,Movie,To All the Boys I’ve Loved Before,Susan Johnson,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madaleine Arthur, Israel Broussard, Emilija Baranac, John Corbett",United States,2018,TV-14,100 min
80196789,Movie,Bird Box,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, BD Wong, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander",United States,2018,R,124 min
81057246,Movie,Genius,Suseenthiran,"Roshan, Priyaa Lal, Aadukalam Naren, Singam Puli, Meera Krishnan, Jayaprakash",India,2018,TV-14,96 min
81050190,Movie,Deadly Switch,Svetlana Cvetko,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",United States,2019,TV-PG,86 min
81035107,Movie,Savita Damodar Paranjpe,Swapna Waghmare Joshi,"Subodh Bhave, Trupti Toradmal, Rakesh Bapat, Pallavi Patil, Angad Mhaskar, Hemangi Kavi, Savita Prabhune, Sandeep Avchat",India,2018,TV-14,119 min
81049260,Movie,Munafik 2,Syamsul Yusof,"Syamsul Yusof, Maya Karin, Nasir Bilal Khan, Rahim Razali, Fizz Fairuz, Fauzi Nawawi, Mawi, Ku Faridah",Malaysia,2018,TV-MA,104 min
81047446,Movie,Pari,Syed Atif Ali,"Junaid Akhtar, Azekah Daniel, Khushi Maheen, Saleem Mairaj, Qavi Khan, Rasheed Naz, Faiq Asim",Pakistan,2018,TV-14,116 min
81169158,Movie,Wandering Stars,"Syrine Boulanouar, Nekfeu",Nekfeu,France,2019,TV-MA,95 min
80168222,Movie,Private Life,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",United States,2018,R,124 min
81213879,Movie,The Dark Side of Life: Mumbai City,Tariq Khan,"Mahesh Bhatt, Kay Kay Menon, Avii, Nikhil Ratnaparkhi, Neha Khan, Alisha Khan, Irfan Hussein, Jyoti Malshe, Sayed Gul",India,2018,TV-MA,121 min
81189912,Movie,Drive,Tarun Mansukhani,"Jacqueline Fernandez, Sushant Singh Rajput, Boman Irani, Pankaj Tripathi, Vikramjeet Virk, Sapna Pabbi, Vibha Chhibber, Kaustubh Kumar",India,2019,TV-14,119 min
81029848,Movie,Bucket List,Tejas Prabha Vijay Deoskar,"Madhuri Dixit, Sumeet Raghvan, Renuka Shahane, Milind Pathak, Vandana Gupte, Pradeep Velankar, Shubha Khote, Resham Tipnis",India,2018,TV-14,129 min
81161230,Movie,Shanghai Fortress,Teng Huatao,"Lu Han, Shu Qi, Shi Liang, Godfrey Gao, Wang Gongliang, Wang Sen, Sun Jialing, Vincent Matile",China,2019,TV-14,107 min
81147293,Movie,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",United States,2019,TV-14,80 min
81047683,Movie,Agatha and the Truth of Murder,Terry Loane,"Ruth Bradley, Pippa Haywood, Dean Andrews, Bebe Cave, Blake Harrison, Tim McInnerny, Ralph Ineson, Michael McElhatton",United Kingdom,2018,TV-14,92 min
81052275,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,"Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Choudhary",India,2018,TV-14,133 min
81167490,Movie,Wish Man,Theo Davies,"Andrew Steel, Kirby Bliss Blanton, Tom Sizemore, Danny Trejo, Frank Whaley, Robert Pine, Fay Masterson, Steven Michael Quezada, Bruce Davison, Dale Dickey, Kenny Roberts, Colin Edwards, Casey Stoner, Freddie Spencer",United States,2019,TV-14,108 min
81128584,Movie,Super Deluxe,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu, Ramya Krishnan, Mysskin, Gayathrie, Ashwanth Ashok Kumar, Bagavathi Perumal",India,2019,TV-MA,176 min
81026343,Movie,Mr. Chandramouli,Thiru,"Karthik, Gautam Karthik, Regina Cassandra, Varalakshmi Sarathkumar, Santhosh Prathap, Mime Gopi, J. Mahendran, Viji Chandrasekhar",India,2018,TV-MA,131 min
80232329,Movie,Springsteen on Broadway,Thom Zimny,Bruce Springsteen,United States,2018,TV-MA,153 min
81044248,Movie,Kidnapping Stella,Thomas Sieben,"Max von der Groeben, Jella Haase, Clemens Schick",Germany,2019,TV-MA,90 min
81034575,Movie,The Command,Thomas Vinterberg,"Matthias Schoenaerts, Léa Seydoux, Colin Firth, Peter Simonischek, August Diehl, Max von Sydow, Bjarne Henriksen, Magnus Millang, Artemiy Spiridonov","Belgium, Luxembourg, France",2018,PG-13,118 min
80151384,Movie,Tig Notaro Happy To Be Here,Tig Notaro,Tig Notaro,United States,2018,TV-14,58 min
81065331,Movie,Norm of the North: Keys to the Kingdom,Tim Maltby,"Andrew Toth, Cole Howard, Maya Kay, Jennifer Cameron, Alan Marriott, Lee Tockar, Brian Drummond","India, United States",2019,TV-PG,92 min
81003736,Movie,One Last Thing,Tim Rouhana,"Wendell Pierce, Jurnee Smollett-Bell, Joanne Froggatt, April Billingsley, Elizabeth Ludlow, David Kronawitter, Adora Dei, Eric Mendenhall, Ed Amatrudo, Kate Kovach",United States,2018,TV-MA,92 min
81030893,Movie,May the Devil Take You,Timo Tjahjanto,"Chelsea Islan, Pevita Pearce, Samo Rafael, Karina Suwandhi, Ray Sahetapy, Ruth Marini, Hadijah Shahab, Clara Bernadeth, Kinaryosih, Nicole Rossi",Indonesia,2018,TV-MA,111 min
81012943,Movie,Silencer,Timothy Woodward Jr.,"Johnny Messner, Danny Trejo, Tito Ortiz, Chuck Liddell, Robert LaSardo, Nikki Leigh, Kai Scarlett Williams, Marlene Marquez",United States,2018,TV-MA,88 min
81172727,Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,"Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru",Nigeria,2018,TV-MA,106 min
81030342,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,Los Tigres del Norte,United States,2019,TV-PG,64 min
80207473,Movie,Dead in a Week (Or Your Money Back),Tom Edmunds,"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic",United Kingdom,2018,TV-MA,90 min
80244900,Movie,"Ron White: If You Quit Listening, I'll Shut Up",Tom Forrest,Ron White,United States,2018,TV-MA,63 min
80231156,Movie,Kevin Hart's Guide to Black History,Tom Stern,"Kevin Hart, Saniyya Sidney, Lil Rel Howery, Eoghan Thomas Murphy, Tiffany Haddish, Al Shearer, Lonnie Chavis, Alphonso Mcauley, Nika Williams, Barry Brewer, Greg Germann, John Ennis, Jay Johnston",United States,2019,TV-PG,63 min
81031650,Movie,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,Tommy Avallone,"Tommy Avallone, Bill Murray, Joel Murray, Peter Farrelly",United States,2018,TV-MA,72 min
81164603,Movie,Doom: Annihilation,Tony Giglio,"Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare",United States,2019,R,97 min
81172723,Movie,New Money,Tope Oshin,"Jemima Osunde, Blossom Chukwujekwu, Kate Henshaw-Nuttal, Dakore Akande, Wale Ojo, Wofai Fada, Osas Ighodaro Ajibade, Falz, Daniel Effiong, Adeolu Adefarasin",Nigeria,2018,TV-14,107 min
81074113,Movie,Jeff Dunham: Beside Himself,Troy Miller,Jeff Dunham,United States,2019,TV-MA,58 min
81132440,Movie,Kids on the Block,Tugçe Soysop,"Selim Bayraktar, Berat Efe Parlar, Esat Polat Güler, Eda Döğer, Dora Dalgıç, Taha Sönmezisik, Zeynep Ilgin Çelik, Arda Taşarcan, Alperen Efe Esmer, İlknur Külahlıoglu, İkra Külahlıoğlu",Turkey,2019,TV-PG,102 min
80998890,Movie,Upstarts,Udai Singh Pawar,"Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Rajeev Siddhartha, Sheetal Thakur, Ninad Kamat, Swati Semwal, Eijaz Khan",India,2019,TV-14,112 min
81006826,Movie,Franco Escamilla: Bienvenido al mundo,Ulises Valencia,Franco Escamilla,Mexico,2019,TV-MA,54 min
81035105,Movie,Aalorukkam,V C Abhilash,"Indrans, Sreekanth Menon, Vishnu Agasthya, Aliyar, Seethabaala, Shaji John, Sajith Nampiyar, Benny Vadakkan",India,2018,TV-14,122 min
81077539,Movie,Satan & Adam,V. Scott Balcerek,"Sterling Magee, Adam Gussow",United States,2018,TV-14,78 min
81179693,Movie,Euphoria,Valeria Golino,"Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari, Valentina Cervi, Jasmine Trinca, Andrea Germani, Marzia Ubaldi, Iaia Forte",Italy,2018,R,110 min
81217749,Movie,SunGanges,Valli Bindana,Naseeruddin Shah,"India, United States",2018,TV-PG,74 min
81177367,Movie,Noblemen,Vandana Kataria,"Ali Haji, Kunal Kapoor, Muskkaan Jaferi, Hardik Thakkar, Ali Mir, Shaan Grover, M.K. Raina, Ivan Rodrigues",India,2019,TV-MA,109 min
81057229,Movie,The Man Who Feels No Pain,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora",India,2018,TV-MA,137 min
80135585,Movie,Stretch Armstrong: The Breakout,Victor Cook,"Scott Menville, Steven Yeun, Ogie Banks, Nazneen Contractor, Kate Mulgrew, Wil Wheaton, Keith David, Jon Heder, Yvette Nicole Brown, Clancy Brown, James Arnold Taylor, Grey Griffin, Miguel Ferrer, Kelly Hu, Walter Koenig, Vanessa Marshall, Will Friedle, Andrew Kishino",United States,2018,TV-Y7-FV,104 min
81088284,Movie,The World's Most Wanted Animal,Victoria Bromley,Maria Diekmann,United Kingdom,2018,TV-PG,53 min
81155803,Movie,Uriyadi 2,Vijay Kumar,"Vijay Kumar, Vismaya, Shankar Thas, Abbas, Sudhakar, Durai Ramesh",India,2019,TV-MA,116 min
81217745,Movie,Baby Dolls,Vijay Kumar Arora,"Nirmal Rishi, Sonam Bajwa, Sukhwinder Chahal, Tania, Gurnam Bhullar",India,2019,TV-14,127 min
81018234,Movie,Goli Soda 2,Vijay Milton,"Samuthirakani, Bharath Seeni, Vinoth, Esakki Barath, Chemban Vinod Jose, Gautham Menon, Krisha Kurup, Subiksha",India,2018,TV-MA,128 min
81025088,Movie,W/O Ram,Vijay Yelakanti,"Lakshmi Manchu, Aadarsh Balakrishna, Priyadarshi Pullikonda, Samrat Reddy, Shrikanth Iyyangar, Shrusti Dange",India,2018,TV-MA,115 min
80243541,Movie,Bhavesh Joshi Superhero,Vikramaditya Motwane,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiya Sabharwal, Pratap Phad, Chinmayee Mandlekar, Nishikant Kamat, Hrishikesh Joshi",India,2018,TV-14,150 min
81078819,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,Aaron Paul,United States,2019,TV-MA,123 min
80143556,Movie,The Kissing Booth,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald","United Kingdom, United States",2018,TV-14,105 min
80237905,Movie,In the Tall Grass,Vincenzo Natali,"Patrick Wilson, Laysla De Oliveira, Avery Whitted, Harrison Gilbertson, Rachel Wilson, Will Buie Jr.",Canada,2019,TV-MA,102 min
81113927,Movie,Pihu,Vinod Kapri,Pihu Myra Vishwakarma,India,2018,TV-14,90 min
81146011,Movie,Calum von Moger: Unbroken,Vlad Yudin,Calum Von Moger,United States,2019,TV-MA,93 min
81002591,Movie,Billy Graham: An Extraordinary Journey,"Vonda Harrell, Daniel Camenisch","Billy Graham, Jeff Hoyt, Tom Brokaw, Greta Van Susteren, Diane Sawyer, Larry King, George Bush Sr., George W. Bush, Bill Clinton, Franklin Graham",United States,2018,TV-PG,66 min
81035882,Movie,Step Outside,Wael Ihsan,"Kareem Mahmoud Abdel Aziz, Khaled El Sawy, Ahmed Fathy, Malak Koura, Ashraf Abdel Baqi",Egypt,2018,TV-14,89 min
80997400,Movie,Kardec,Wagner de Assis,"Leonardo Medeiros, Sandra Corveloni, Genezio de Barros, Guilherme Piva, Leonardo Franco, Dalton Vigh, Charles Baudin, Julia Konrad",Brazil,2019,TV-14,110 min
80244457,Movie,Earthquake Bird,Wash Westmoreland,"Alicia Vikander, Riley Keough, Naoki Kobayashi, Jack Huston, Kiki Sukezane, Yoshiko Sakuma, Ken Yamamura, Kazuhiro Muroyama, Akiko Iwase, Crystal Kay",United States,2019,R,107 min
81046796,Movie,Travis Scott: Look Mom I Can Fly,White Trash Tyler,Travis Scott,United States,2019,TV-MA,85 min
81024041,Movie,Cities of Last Things,Wi Ding Ho,"Jack Kao, Lee Hong-chi, Louise Grinberg, Huang Lu, Ding Ning","Taiwan, China, France, United States",2018,TV-MA,106 min
80201039,Movie,Peter Rabbit,Will Gluck,"James Corden, Domhnall Gleeson, Rose Byrne, Margot Robbie, Daisy Ridley, Elizabeth Debicki, Vauxhall Jermaine, Marianne Jean-Baptiste, Sia, Colin Moody","United States, Australia",2018,PG,95 min
80999729,Movie,The Last Summer,William Bindley,"K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall",United States,2019,TV-14,110 min
81127333,Movie,The Brave,William Kaufman,"Armand Assante, Louis Mandylor, Yuriy Kutsenko, Ravshana Kurkova, Igor Jijikine, Ivan Makarevich, Bessart Kallaku, Ervin Bejleri",United States,2019,TV-MA,103 min
81017011,Movie,American Hangman,Wilson Coneybeare,"Donald Sutherland, Vincent Kartheiser, Oliver Dennis, Paul Braunstein, Paul Amato, Matt Baram, Dan Beirne, Joanne Boland, Jamie Jacqueline Burns, Alexander Crowther",Canada,2019,TV-MA,99 min
80244855,Movie,Pope Francis: A Man of His Word,Wim Wenders,Pope Francis,"Switzerland, Vatican City, Italy, Germany, France",2018,PG,96 min
80236133,Movie,The Drug King,Woo Min-ho,"Song Kang-ho, Cho Jung-seok, Bae Doona, Kim So-jin, Kim Dae-myung, Jo Woo-jin, Lee Hee-jun, Song Young-chang, Yoon Je-moon",South Korea,2018,TV-MA,139 min
81079723,Movie,Paradise Beach,Xavier Durringer,"Sami Bouajila, Tewfik Jallab, Mélanie Doutey, Hugo Becker, Kool Shen, Hubert Koundé, Seth Gueko, Sonia Couling, Chalad Na Songkhla, Flore Bonaventura, Nessbeal, Dorian N'Goumou dit Dosseh, Hache-P",France,2019,TV-MA,94 min
80987464,Movie,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium",2018,TV-MA,103 min
80234491,Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li","Taito Ban, Mariya Ise, Minako Kotobuki, Haruka Shiraishi, Hiroki Yasumoto, Takeo Otsuka, Ikumi Hasegawa, Takayuki Nakatsukasa","China, Japan",2018,TV-PG,74 min
80223582,Movie,Yoo Byung Jae: Discomfort Zone,Y. Joon Chung,Yoo Byung Jae,South Korea,2018,TV-MA,54 min
81066244,Movie,Aurora,Yam Laranas,"Anne Curtis, Phoebe Villamor, Mercedes Cabral, Allan Paule, Andrea Del Rosario, Marco Gumabao, Arnold Reyes, Ricardo Cepeda, Ruby Ruiz, Sue Prado",Philippines,2018,TV-14,98 min
80226234,Movie,Steel Rain,Yang Woo-seok,"Woo-sung Jung, Do-won Kwak, Kap-soo Kim, Woo-jin Jo, Eui-sung Kim, Kyeong-yeong Lee, Won-joong Jung, Hyun-sung Jang",South Korea,2018,TV-MA,140 min
81072917,Movie,Gatao 2: Rise of the King,Yen Cheng-kuo,"Collin Chou, Jason Wang, Jack Kao, Tsai Chen-nan, Lu Hsueh-feng, Peng Sun",Taiwan,2018,TV-MA,126 min
81041391,Movie,A Land Imagined,Yeo Siew Hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan","France, Netherlands, Singapore",2019,TV-MA,95 min
81006825,Movie,All the Freckles in the World,Yibrán Asuad,"Hánssel Casillas, Loreto Peralta, Andrea Sutton, Luis De La Rosa, Alejandro Flores, Anajosé Aldrete, Daniel Haddad, Montserrat Marañón, Juan Carlos Viana Prieto, Hernán Del Riego",Mexico,2020,TV-14,90 min
81076251,Movie,Money Trap,Yılmaz Erdoğan,"Yılmaz Erdoğan, Kıvanç Tatlıtuğ, Ezgi Mola, Bensu Soral, Rıza Kocaoğlu, Okan Çabalar, Güven Kıraç, Ahmet Mümtaz Taylan",Turkey,2019,TV-MA,122 min
80161216,Movie,Cargo,"Yolanda Ramke, Ben Howling","Martin Freeman, Anthony Hayes, Susie Porter, Kris McQuade, Caren Pistorius","Australia, United Arab Emirates",2018,TV-MA,104 min
81093113,Movie,NiNoKuni,Yoshiyuki Momose,"Kento Yamazaki, Mackenyu, Mei Nagano, Mamoru Miyano, Maaya Sakamoto, Yuki Kaji, Kenjiro Tsuda, Koichi Yamadera, Masatoh Ibu, Tsuyoshi Muro",Japan,2019,TV-14,107 min
81071891,Movie,Master Z: The Ip Man Legacy,Yuen Woo-ping,"Zhang Jin, Dave Bautista, Michelle Yeoh, Tony Jaa, Liu Yan, Kevin Cheng, Chrissie Chow, Xing Yu","Hong Kong, China",2018,TV-MA,108 min
81018455,Movie,Rattlesnake,Zak Hilditch,"Carmen Ejogo, Theo Rossi, Emma Greenwell, Apollonia Pratt, Debrianna Mansini, Bruce Davis",United States,2019,TV-MA,86 min
81013200,Movie,Sudani from Nigeria,Zakariya,"Soubin Shahir, Samuel Abiola Robinson, Savithri Sredharan, Aneesh Menon",India,2018,TV-PG,115 min
81034600,Movie,Shadow,Zhang Yimou,"Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu","China, Hong Kong",2018,TV-MA,116 min
80122209,Movie,Up Among  The Stars,Zoe Berriatúa,"Luis Callejo, Jorge Andreu, Macarena Gómez, Magüi Mira, Álvaro Roig, María Morales, José Luis García Pérez, Kiti Mánver, Ingrid García Jonsson, Liz Lobato",Spain,2018,TV-MA,86 min
80991033,Movie,Lust Stories,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee","Vicky Kaushal, Bhumi Pednekar, Radhika Apte, Neha Dhupia, Manisha Koirala, Akash Thosar, Randeep Jha, Neil Bhoopalam, Jaideep Ahlawat, Sanjay Kapoor, Kiara Advani",India,2018,TV-MA,121 min
